SITEID,Species,Number Captured,Minimum (mm),Maximum (mm),Project Name,Day,Month,Year,Waterbody Name,WaterbodyType,Start Latitude,Start Longitude,Air Temperature (C),Water Temperature (C),Turbidity (ntu)
6521,Micropterus salmoides,3,70,93,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Notropis heterodon,1,35,35,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Ambloplites rupestris,1,92,92,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Notropis heterolepis,1,32,32,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis macrochirus,14,22,42,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis gibbosus,3,46,46,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Micropterus salmoides,2,65,84,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Notropis heterolepis,1,42,42,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis macrochirus,13,30,39,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis gibbosus,1,40,40,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Micropterus salmoides,2,53,64,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Ameiurus nebulosus,1,41,41,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Pimephales notatus,1,33,33,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis macrochirus,3,25,25,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis gibbosus,4,34,34,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Micropterus salmoides,1,63,63,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Noturus gyrinus,1,35,35,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Labidesthes sicculus,1,40,40,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis macrochirus,2,27,37,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis gibbosus,8,40,121,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Noturus gyrinus,1,36,36,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6522,Micropterus salmoides,2,61,62,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59594,-80.41183,23.37,19.929,2.07
6522,Micropterus salmoides,1,64,64,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59594,-80.41183,23.37,19.929,2.07
6522,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59594,-80.41183,23.37,19.929,2.07
6522,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59594,-80.41183,23.37,19.929,2.07
6522,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59594,-80.41183,23.37,19.929,2.07
6523,Labidesthes sicculus,3,38,40,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Micropterus salmoides,4,67,72,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Lepomis gibbosus,1,86,86,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Labidesthes sicculus,8,35,36,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Micropterus salmoides,2,57,71,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Lepomis gibbosus,1,57,57,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Labidesthes sicculus,1,28,28,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Lepomis macrochirus,1,114,114,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Micropterus salmoides,1,54,54,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6523,Micropterus salmoides,1,73,73,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58833,-80.39962,23.9,22.92,12.02
6524,Perca flavescens,1,152,152,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59588,-80.41182,24.4,19.872,2.28
6524,Lepomis gibbosus,1,132,132,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59588,-80.41182,24.4,19.872,2.28
6524,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59588,-80.41182,24.4,19.872,2.28
6524,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59588,-80.41182,24.4,19.872,2.28
6524,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59588,-80.41182,24.4,19.872,2.28
6524,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59588,-80.41182,24.4,19.872,2.28
6525,Fundulus diaphanus,1,38,44,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Micropterus salmoides,7,63,65,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis gibbosus,1,43,108,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis macrochirus,9,22,44,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Micropterus salmoides,3,57,64,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis gibbosus,4,40,43,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis macrochirus,9,21,49,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Notropis heterolepis,1,44,44,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Micropterus salmoides,2,60,70,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis gibbosus,8,40,100,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis macrochirus,8,23,31,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Notropis heterolepis,4,46,47,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Ambloplites rupestris,1,121,121,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis gibbosus,12,29,43,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Fundulus diaphanus,1,39,39,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis macrochirus,1,30,30,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Micropterus salmoides,1,67,67,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis gibbosus,5,30,44,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Lepomis macrochirus,2,33,38,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6525,Micropterus salmoides,3,53,72,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59311,-80.41925,18.3,21.27,3.67
6526,Lepomis macrochirus,32,24,29,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Micropterus salmoides,6,59,63,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Lepomis sp,2,17,21,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Labidesthes sicculus,12,56,59,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Notropis heterolepis,28,39,50,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Lepomis gibbosus,5,39,44,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Ambloplites rupestris,1,160,160,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Fundulus diaphanus,2,46,46,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Notropis heterodon,1,24,24,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Lepomis macrochirus,16,36,109,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Micropterus salmoides,3,64,96,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Labidesthes sicculus,1,43,43,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Notropis heterolepis,4,33,36,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Lepomis gibbosus,10,42,101,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Notropis heterodon,4,22,34,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Notropis heterolepis,2,32,32,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Lepomis gibbosus,4,19,40,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Cyprinus carpio,1,129,129,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Ameiurus nebulosus,1,49,49,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Etheostoma exile,1,45,45,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Lepomis macrochirus,4,26,125,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Pimephales notatus,1,29,29,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Lepomis gibbosus,8,34,41,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Notropis heterodon,1,26,26,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Ameiurus nebulosus,1,52,52,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Fundulus diaphanus,1,30,30,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Notropis heterolepis,2,32,36,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6526,Noturus gyrinus,1,38,38,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59394,-80.41853,18.3,21.27,3.67
6527,Notropis heterodon,3,57,58,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis gibbosus,4,33,118,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Micropterus salmoides,6,63,77,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis macrochirus,21,27,44,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Noturus gyrinus,1,34,34,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Notemigonus crysoleucas,1,71,71,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis gibbosus,14,38,45,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Micropterus salmoides,3,54,75,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis macrochirus,12,47,54,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Noturus gyrinus,1,39,52,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Fundulus diaphanus,1,41,41,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis gibbosus,6,39,47,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Micropterus salmoides,1,88,88,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis macrochirus,7,23,93,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Noturus gyrinus,1,34,37,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Carassius auratus,1,52,52,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis macrochirus,1,30,30,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis gibbosus,1,35,35,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Fundulus diaphanus,1,,,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Lepomis macrochirus,1,30,30,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6527,Ameiurus nebulosus,1,56,56,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58992,-80.40172,21.2,22.92,12.02
6528,Lepomis gibbosus,1,161,161,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Fundulus diaphanus,2,31,45,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Micropterus salmoides,3,60,70,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis macrochirus,5,28,33,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis gibbosus,2,45,51,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Fundulus diaphanus,1,39,39,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Micropterus salmoides,1,64,64,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis macrochirus,2,25,32,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Ameiurus nebulosus,1,192,192,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis gibbosus,3,38,99,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis macrochirus,6,31,126,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis gibbosus,5,41,97,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis macrochirus,5,28,42,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Micropterus salmoides,2,58,71,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Fundulus diaphanus,1,31,31,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis gibbosus,7,38,120,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Lepomis macrochirus,2,27,28,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Micropterus salmoides,1,70,70,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6528,Fundulus diaphanus,2,32,37,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.5929,-80.41932,18.3,21.27,3.67
6529,Lepomis gibbosus,27,39,51,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Fundulus diaphanus,5,44,45,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis macrochirus,4,28,29,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Micropterus salmoides,4,46,62,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Notropis heterodon,1,33,33,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis gibbosus,1,81,81,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Fundulus diaphanus,5,30,59,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis macrochirus,1,26,81,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Micropterus salmoides,2,47,61,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Noturus gyrinus,2,32,34,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis gibbosus,1,31,31,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis macrochirus,1,33,33,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Micropterus salmoides,1,51,51,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Noturus gyrinus,1,34,34,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Erimyzon sucetta,1,58,58,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis macrochirus,2,28,84,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Fundulus diaphanus,3,48,55,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis sp,1,18,18,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Noturus gyrinus,2,34,37,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis macrochirus,4,29,32,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Ameiurus nebulosus,1,66,66,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Ambloplites rupestris,1,43,43,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Notropis heterodon,1,26,26,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6529,Lepomis gibbosus,2,38,40,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58919,-80.40072,22.1,22.92,12.02
6530,Lepomis gibbosus,7,35,45,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Micropterus salmoides,19,53,120,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis macrochirus,4,35,36,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis gibbosus,4,36,82,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Micropterus salmoides,6,44,67,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis macrochirus,1,21,33,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis sp,2,17,42,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis gibbosus,2,36,38,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis gibbosus,1,45,45,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis gibbosus,1,39,39,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6530,Lepomis macrochirus,1,30,30,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59181,-80.41898,22.8,23.24,10.31
6531,Labidesthes sicculus,54,42,53,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Micropterus salmoides,7,61,64,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Lepomis gibbosus,24,44,51,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Labidesthes sicculus,4,37,39,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Micropterus salmoides,3,60,65,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Lepomis gibbosus,14,39,47,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Labidesthes sicculus,2,36,48,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Lepomis gibbosus,4,43,46,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Labidesthes sicculus,1,38,38,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6531,Lepomis gibbosus,2,48,51,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59166,-80.41879,22.8,23.24,10.31
6532,Micropterus salmoides,6,60,79,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59187,-80.41827,22.8,23.24,10.31
6532,Carassius auratus,1,210,210,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59187,-80.41827,22.8,23.24,10.31
6532,Lepomis macrochirus,13,38,121,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59187,-80.41827,22.8,23.24,10.31
